date,plant_id,product_line,product_category,demand_units,raw_material_1,raw_material_2,raw_material_3,raw_material_4,economic_index,capacity_utilization,supply_chain_disruption,working_days_month,is_holiday,fuel_cost_index,labor_availability,inventory_level,lead_time_days,order_backlog
2024-02-18,Pune_Textiles,Synthetic_T02,Textiles,39,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,112.38,0.019,0,20,1,56.07,0.687,1007,9,29
2024-02-18,Pune_Textiles,Blended_T03,Textiles,35,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,112.38,0.018,0,20,1,56.07,0.631,1427,10,81
2024-02-18,Bangalore_Pharma,Tablet_P01,Pharmaceuticals,18,Active_Ingredient,Lactose,Starch,Cellulose,112.38,0.022,0,20,1,56.07,0.642,1023,11,61
2024-02-18,Bangalore_Pharma,Liquid_P02,Pharmaceuticals,21,Active_Ingredient,Lactose,Starch,Cellulose,112.38,0.026,0,20,1,56.07,0.656,1076,8,44
2024-02-18,Bangalore_Pharma,API_P03,Pharmaceuticals,21,Active_Ingredient,Lactose,Starch,Cellulose,112.38,0.026,0,20,1,56.07,0.713,1410,9,97
2024-02-19,Mumbai_Electronics,PCB_Assembly_001,Electronics,1280,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,114.37,0.853,0,20,0,55.83,1.036,1110,10,86
2024-02-19,Mumbai_Electronics,PCB_Assembly_002,Electronics,1420,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,114.37,0.947,0,20,0,55.83,0.884,1264,9,74
2024-02-19,Mumbai_Electronics,Component_001,Electronics,1494,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,114.37,0.996,0,20,0,55.83,0.934,1482,8,62
2024-02-19,Chennai_Automotive,Engine_Part_A01,Automotive,1428,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,114.37,1.0,0,20,0,55.83,0.871,1256,10,48
2024-02-19,Chennai_Automotive,Body_Part_B02,Automotive,1386,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,114.37,1.0,0,20,0,55.83,1.023,1247,7,10
2024-02-19,Chennai_Automotive,Interior_C03,Automotive,1234,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,114.37,1.0,0,20,0,55.83,1.027,1089,10,33
2024-02-19,Pune_Textiles,Cotton_Fabric_T01,Textiles,1288,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,114.37,0.644,0,20,0,55.83,0.964,1434,7,63
2024-02-19,Pune_Textiles,Synthetic_T02,Textiles,1311,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,114.37,0.655,0,20,0,55.83,0.911,1047,8,28
2024-02-19,Pune_Textiles,Blended_T03,Textiles,1353,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,114.37,0.676,0,20,0,55.83,1.042,1365,8,70
2024-02-19,Bangalore_Pharma,Tablet_P01,Pharmaceuticals,678,Active_Ingredient,Lactose,Starch,Cellulose,114.37,0.848,0,20,0,55.83,1.021,1066,8,94
2024-02-19,Bangalore_Pharma,Liquid_P02,Pharmaceuticals,733,Active_Ingredient,Lactose,Starch,Cellulose,114.37,0.916,0,20,0,55.83,0.962,1453,8,49
2024-02-19,Bangalore_Pharma,API_P03,Pharmaceuticals,749,Active_Ingredient,Lactose,Starch,Cellulose,114.37,0.936,0,20,0,55.83,0.871,1337,10,84
2024-02-20,Mumbai_Electronics,PCB_Assembly_001,Electronics,1608,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,116.35,1.0,0,20,0,55.91,0.906,1230,7,9
2024-02-20,Mumbai_Electronics,PCB_Assembly_002,Electronics,1546,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,116.35,1.0,0,20,0,55.91,0.954,1251,11,62
2024-02-20,Mumbai_Electronics,Component_001,Electronics,1290,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,116.35,0.86,0,20,0,55.91,0.971,1356,7,36
2024-02-20,Chennai_Automotive,Engine_Part_A01,Automotive,1434,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,116.35,1.0,0,20,0,55.91,0.973,1111,8,89
2024-02-20,Chennai_Automotive,Body_Part_B02,Automotive,1021,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,116.35,0.851,0,20,0,55.91,0.928,1013,10,85
2024-02-20,Chennai_Automotive,Interior_C03,Automotive,1093,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,116.35,0.911,0,20,0,55.91,0.975,1250,10,80
2024-02-20,Pune_Textiles,Cotton_Fabric_T01,Textiles,1262,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,116.35,0.631,0,20,0,55.91,0.973,1203,7,31
2024-02-20,Pune_Textiles,Synthetic_T02,Textiles,1561,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,116.35,0.78,0,20,0,55.91,0.914,1491,11,0
2024-02-20,Pune_Textiles,Blended_T03,Textiles,1430,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,116.35,0.715,0,20,0,55.91,0.876,1120,9,51
2024-02-20,Bangalore_Pharma,Tablet_P01,Pharmaceuticals,647,Active_Ingredient,Lactose,Starch,Cellulose,116.35,0.809,0,20,0,55.91,0.961,1335,9,40
2024-02-20,Bangalore_Pharma,Liquid_P02,Pharmaceuticals,820,Active_Ingredient,Lactose,Starch,Cellulose,116.35,1.0,0,20,0,55.91,0.989,1437,10,85
2024-02-20,Bangalore_Pharma,API_P03,Pharmaceuticals,791,Active_Ingredient,Lactose,Starch,Cellulose,116.35,0.989,0,20,0,55.91,0.861,1419,9,53
2024-02-21,Mumbai_Electronics,PCB_Assembly_001,Electronics,1695,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,114.77,1.0,0,20,0,61.19,0.903,1453,7,19
2024-02-21,Mumbai_Electronics,PCB_Assembly_002,Electronics,1551,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,114.77,1.0,0,20,0,61.19,1.041,1269,9,37
2024-02-21,Mumbai_Electronics,Component_001,Electronics,1332,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,114.77,0.888,0,20,0,61.19,0.953,1216,7,44
2024-02-21,Chennai_Automotive,Engine_Part_A01,Automotive,1416,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,114.77,1.0,0,20,0,61.19,0.991,1155,11,77
2024-02-21,Chennai_Automotive,Body_Part_B02,Automotive,1040,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,114.77,0.867,0,20,0,61.19,0.92,1095,11,79
2024-02-21,Chennai_Automotive,Interior_C03,Automotive,1175,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,114.77,0.979,0,20,0,61.19,1.021,1259,7,49
2024-02-21,Pune_Textiles,Cotton_Fabric_T01,Textiles,1411,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,114.77,0.706,0,20,0,61.19,0.867,1005,9,40
2024-02-21,Pune_Textiles,Synthetic_T02,Textiles,1568,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,114.77,0.784,0,20,0,61.19,0.871,1232,8,34
2024-02-21,Pune_Textiles,Blended_T03,Textiles,1146,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,114.77,0.573,0,20,0,61.19,0.918,1374,11,69
2024-02-21,Bangalore_Pharma,Tablet_P01,Pharmaceuticals,770,Active_Ingredient,Lactose,Starch,Cellulose,114.77,0.963,0,20,0,61.19,0.941,1327,11,74
2024-02-21,Bangalore_Pharma,Liquid_P02,Pharmaceuticals,612,Active_Ingredient,Lactose,Starch,Cellulose,114.77,0.765,0,20,0,61.19,0.945,1391,11,71
2024-02-21,Bangalore_Pharma,API_P03,Pharmaceuticals,689,Active_Ingredient,Lactose,Starch,Cellulose,114.77,0.861,0,20,0,61.19,1.003,1284,7,40
2024-02-22,Mumbai_Electronics,PCB_Assembly_001,Electronics,1396,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,111.5,0.931,0,20,0,57.26,0.955,1065,7,54
2024-02-22,Mumbai_Electronics,PCB_Assembly_002,Electronics,1494,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,111.5,0.996,0,20,0,57.26,0.997,1012,9,63
2024-02-22,Mumbai_Electronics,Component_001,Electronics,1074,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,111.5,1.0,1,20,0,57.26,0.735,1208,11,65
2024-02-22,Chennai_Automotive,Engine_Part_A01,Automotive,1059,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,111.5,0.882,0,20,0,57.26,0.978,1110,8,86
2024-02-22,Chennai_Automotive,Body_Part_B02,Automotive,1206,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,111.5,1.0,0,20,0,57.26,1.019,1074,7,90
2024-02-22,Chennai_Automotive,Interior_C03,Automotive,1409,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,111.5,1.0,0,20,0,57.26,0.916,1145,10,3
2024-02-22,Pune_Textiles,Cotton_Fabric_T01,Textiles,1569,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,111.5,0.784,0,20,0,57.26,1.044,1020,7,12
2024-02-22,Pune_Textiles,Synthetic_T02,Textiles,1608,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,111.5,0.804,0,20,0,57.26,0.906,1305,8,49
2024-02-22,Pune_Textiles,Blended_T03,Textiles,1459,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,111.5,0.73,0,20,0,57.26,0.857,1029,11,32
2024-02-22,Bangalore_Pharma,Tablet_P01,Pharmaceuticals,695,Active_Ingredient,Lactose,Starch,Cellulose,111.5,0.869,0,20,0,57.26,0.943,1165,8,48
2024-02-22,Bangalore_Pharma,Liquid_P02,Pharmaceuticals,848,Active_Ingredient,Lactose,Starch,Cellulose,111.5,1.0,0,20,0,57.26,0.865,1206,11,27
2024-02-22,Bangalore_Pharma,API_P03,Pharmaceuticals,545,Active_Ingredient,Lactose,Starch,Cellulose,111.5,0.974,1,20,0,57.26,0.664,1199,7,45
2024-02-23,Mumbai_Electronics,PCB_Assembly_001,Electronics,1498,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,111.87,0.999,0,20,0,60.49,0.884,1490,7,66
2024-02-23,Mumbai_Electronics,PCB_Assembly_002,Electronics,1257,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,111.87,0.838,0,20,0,60.49,0.914,1105,8,37
2024-02-23,Mumbai_Electronics,Component_001,Electronics,1373,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,111.87,0.915,0,20,0,60.49,1.011,1464,11,17
2024-02-23,Chennai_Automotive,Engine_Part_A01,Automotive,1209,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,111.87,1.0,0,20,0,60.49,1.0,1007,11,74
2024-02-23,Chennai_Automotive,Body_Part_B02,Automotive,1134,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,111.87,0.945,0,20,0,60.49,1.003,1115,10,5
2024-02-23,Chennai_Automotive,Interior_C03,Automotive,1042,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,111.87,0.868,0,20,0,60.49,0.968,1419,8,33
2024-02-23,Pune_Textiles,Cotton_Fabric_T01,Textiles,1403,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,111.87,0.702,0,20,0,60.49,0.881,1094,7,8
2024-02-23,Pune_Textiles,Synthetic_T02,Textiles,1266,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,111.87,0.633,0,20,0,60.49,0.872,1498,9,50
2024-02-23,Pune_Textiles,Blended_T03,Textiles,1423,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,111.87,0.712,0,20,0,60.49,0.992,1146,9,50
2024-02-23,Bangalore_Pharma,Tablet_P01,Pharmaceuticals,725,Active_Ingredient,Lactose,Starch,Cellulose,111.87,0.906,0,20,0,60.49,0.935,1366,10,85
2024-02-23,Bangalore_Pharma,Liquid_P02,Pharmaceuticals,747,Active_Ingredient,Lactose,Starch,Cellulose,111.87,0.934,0,20,0,60.49,1.034,1471,7,78
2024-02-23,Bangalore_Pharma,API_P03,Pharmaceuticals,773,Active_Ingredient,Lactose,Starch,Cellulose,111.87,0.966,0,20,0,60.49,0.984,1149,7,84
2024-02-24,Mumbai_Electronics,PCB_Assembly_001,Electronics,41,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,111.7,0.027,0,20,1,61.13,0.658,1364,10,75
2024-02-24,Mumbai_Electronics,PCB_Assembly_002,Electronics,48,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,111.7,0.032,0,20,1,61.13,0.766,1359,7,39
2024-02-24,Mumbai_Electronics,Component_001,Electronics,39,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,111.7,0.026,0,20,1,61.13,0.681,1416,9,5
2024-02-24,Chennai_Automotive,Engine_Part_A01,Automotive,37,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,111.7,0.031,0,20,1,61.13,0.711,1267,8,81
2024-02-24,Chennai_Automotive,Body_Part_B02,Automotive,32,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,111.7,0.027,0,20,1,61.13,0.725,1311,7,85
2024-02-24,Chennai_Automotive,Interior_C03,Automotive,36,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,111.7,0.03,0,20,1,61.13,0.633,1248,7,47
2024-02-24,Pune_Textiles,Cotton_Fabric_T01,Textiles,34,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,111.7,0.017,0,20,1,61.13,0.696,1044,8,46
2024-02-24,Pune_Textiles,Synthetic_T02,Textiles,37,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,111.7,0.018,0,20,1,61.13,0.652,1085,7,40
2024-02-24,Pune_Textiles,Blended_T03,Textiles,44,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,111.7,0.022,0,20,1,61.13,0.715,1236,9,10
2024-02-24,Bangalore_Pharma,Tablet_P01,Pharmaceuticals,22,Active_Ingredient,Lactose,Starch,Cellulose,111.7,0.028,0,20,1,61.13,0.638,1223,9,17
2024-02-24,Bangalore_Pharma,Liquid_P02,Pharmaceuticals,20,Active_Ingredient,Lactose,Starch,Cellulose,111.7,0.025,0,20,1,61.13,0.762,1090,9,11
2024-02-24,Bangalore_Pharma,API_P03,Pharmaceuticals,23,Active_Ingredient,Lactose,Starch,Cellulose,111.7,0.029,0,20,1,61.13,0.676,1056,9,41
2024-02-25,Mumbai_Electronics,PCB_Assembly_001,Electronics,42,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,117.07,0.028,0,20,1,57.39,0.65,1329,10,6
2024-02-25,Mumbai_Electronics,PCB_Assembly_002,Electronics,50,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,117.07,0.033,0,20,1,57.39,0.632,1140,10,92
2024-02-25,Mumbai_Electronics,Component_001,Electronics,51,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,117.07,0.034,0,20,1,57.39,0.688,1282,10,72
2024-02-25,Chennai_Automotive,Engine_Part_A01,Automotive,42,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,117.07,0.035,0,20,1,57.39,0.647,1306,10,11
2024-02-25,Chennai_Automotive,Body_Part_B02,Automotive,32,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,117.07,0.027,0,20,1,57.39,0.757,1464,10,7
2024-02-25,Chennai_Automotive,Interior_C03,Automotive,39,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,117.07,0.033,0,20,1,57.39,0.709,1291,9,9
2024-02-25,Pune_Textiles,Cotton_Fabric_T01,Textiles,41,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,117.07,0.021,0,20,1,57.39,0.697,1136,11,82
2024-02-25,Pune_Textiles,Synthetic_T02,Textiles,40,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,117.07,0.02,0,20,1,57.39,0.66,1418,10,16
2024-02-25,Pune_Textiles,Blended_T03,Textiles,37,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,117.07,0.018,0,20,1,57.39,0.739,1389,7,96
2024-02-25,Bangalore_Pharma,Tablet_P01,Pharmaceuticals,21,Active_Ingredient,Lactose,Starch,Cellulose,117.07,0.026,0,20,1,57.39,0.731,1288,10,71
2024-02-25,Bangalore_Pharma,Liquid_P02,Pharmaceuticals,24,Active_Ingredient,Lactose,Starch,Cellulose,117.07,0.03,0,20,1,57.39,0.66,1091,10,46
2024-02-25,Bangalore_Pharma,API_P03,Pharmaceuticals,25,Active_Ingredient,Lactose,Starch,Cellulose,117.07,0.031,0,20,1,57.39,0.718,1328,10,59
2024-02-26,Mumbai_Electronics,PCB_Assembly_001,Electronics,1518,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,116.79,1.0,0,20,0,59.06,0.884,1137,8,0
2024-02-26,Mumbai_Electronics,PCB_Assembly_002,Electronics,1725,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,116.79,1.0,0,20,0,59.06,0.89,1307,10,63
2024-02-26,Mumbai_Electronics,Component_001,Electronics,1590,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,116.79,1.0,0,20,0,59.06,1.01,1418,8,57
2024-02-26,Chennai_Automotive,Engine_Part_A01,Automotive,1123,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,116.79,0.936,0,20,0,59.06,0.919,1261,10,89
2024-02-26,Chennai_Automotive,Body_Part_B02,Automotive,1320,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,116.79,1.0,0,20,0,59.06,1.037,1253,10,96
2024-02-26,Chennai_Automotive,Interior_C03,Automotive,1132,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,116.79,0.943,0,20,0,59.06,0.906,1310,10,9
2024-02-26,Pune_Textiles,Cotton_Fabric_T01,Textiles,1241,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,116.79,0.621,0,20,0,59.06,0.876,1444,7,9
2024-02-26,Pune_Textiles,Synthetic_T02,Textiles,1077,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,116.79,0.769,1,20,0,59.06,0.662,1293,7,86
2024-02-26,Pune_Textiles,Blended_T03,Textiles,1389,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,116.79,0.695,0,20,0,59.06,0.941,1230,10,87
2024-02-26,Bangalore_Pharma,Tablet_P01,Pharmaceuticals,672,Active_Ingredient,Lactose,Starch,Cellulose,116.79,0.84,0,20,0,59.06,1.022,1404,7,12
2024-02-26,Bangalore_Pharma,Liquid_P02,Pharmaceuticals,748,Active_Ingredient,Lactose,Starch,Cellulose,116.79,0.935,0,20,0,59.06,0.958,1146,10,15
2024-02-26,Bangalore_Pharma,API_P03,Pharmaceuticals,665,Active_Ingredient,Lactose,Starch,Cellulose,116.79,0.831,0,20,0,59.06,0.968,1028,7,69
2024-02-27,Mumbai_Electronics,PCB_Assembly_001,Electronics,1389,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,119.31,0.926,0,20,0,59.52,0.952,1060,7,68
2024-02-27,Mumbai_Electronics,PCB_Assembly_002,Electronics,1410,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,119.31,0.94,0,20,0,59.52,0.857,1262,10,1
2024-02-27,Mumbai_Electronics,Component_001,Electronics,1364,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,119.31,0.909,0,20,0,59.52,0.864,1439,9,88
2024-02-27,Chennai_Automotive,Engine_Part_A01,Automotive,946,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,119.31,1.0,1,20,0,59.52,0.688,1168,9,84
2024-02-27,Chennai_Automotive,Body_Part_B02,Automotive,1229,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,119.31,1.0,0,20,0,59.52,0.981,1363,7,87
2024-02-27,Chennai_Automotive,Interior_C03,Automotive,1109,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,119.31,0.924,0,20,0,59.52,0.9,1183,11,63
2024-02-27,Pune_Textiles,Cotton_Fabric_T01,Textiles,1532,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,119.31,0.766,0,20,0,59.52,0.884,1478,8,82
2024-02-27,Pune_Textiles,Synthetic_T02,Textiles,1153,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,119.31,0.577,0,20,0,59.52,0.977,1493,8,22
2024-02-27,Pune_Textiles,Blended_T03,Textiles,1183,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,119.31,0.592,0,20,0,59.52,0.927,1174,10,46
2024-02-27,Bangalore_Pharma,Tablet_P01,Pharmaceuticals,793,Active_Ingredient,Lactose,Starch,Cellulose,119.31,0.991,0,20,0,59.52,0.993,1138,9,14
2024-02-27,Bangalore_Pharma,Liquid_P02,Pharmaceuticals,621,Active_Ingredient,Lactose,Starch,Cellulose,119.31,0.776,0,20,0,59.52,0.991,1483,11,44
2024-02-27,Bangalore_Pharma,API_P03,Pharmaceuticals,436,Active_Ingredient,Lactose,Starch,Cellulose,119.31,0.78,1,20,0,59.52,0.667,1182,9,65
2024-02-28,Mumbai_Electronics,PCB_Assembly_001,Electronics,1658,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,121.43,1.0,0,20,0,61.14,0.959,1017,7,56
2024-02-28,Mumbai_Electronics,PCB_Assembly_002,Electronics,1292,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,121.43,0.861,0,20,0,61.14,1.014,1353,11,79
2024-02-28,Mumbai_Electronics,Component_001,Electronics,1319,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,121.43,0.879,0,20,0,61.14,0.886,1238,8,27
2024-02-28,Chennai_Automotive,Engine_Part_A01,Automotive,1044,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,121.43,0.87,0,20,0,61.14,0.96,1225,10,31
2024-02-28,Chennai_Automotive,Body_Part_B02,Automotive,1010,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,121.43,0.842,0,20,0,61.14,0.857,1092,7,65
2024-02-28,Chennai_Automotive,Interior_C03,Automotive,1025,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,121.43,0.854,0,20,0,61.14,0.894,1330,8,42
2024-02-28,Pune_Textiles,Cotton_Fabric_T01,Textiles,1200,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,121.43,0.6,0,20,0,61.14,0.917,1023,11,95
2024-02-28,Pune_Textiles,Synthetic_T02,Textiles,1274,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,121.43,0.637,0,20,0,61.14,0.904,1316,7,65
2024-02-28,Pune_Textiles,Blended_T03,Textiles,1357,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,121.43,0.678,0,20,0,61.14,1.038,1264,8,96
2024-02-28,Bangalore_Pharma,Tablet_P01,Pharmaceuticals,698,Active_Ingredient,Lactose,Starch,Cellulose,121.43,0.873,0,20,0,61.14,0.91,1374,11,73
2024-02-28,Bangalore_Pharma,Liquid_P02,Pharmaceuticals,825,Active_Ingredient,Lactose,Starch,Cellulose,121.43,1.0,0,20,0,61.14,0.871,1090,11,70
2024-02-28,Bangalore_Pharma,API_P03,Pharmaceuticals,836,Active_Ingredient,Lactose,Starch,Cellulose,121.43,1.0,0,20,0,61.14,1.008,1247,9,20
2024-02-29,Mumbai_Electronics,PCB_Assembly_001,Electronics,1085,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,115.74,1.0,1,20,0,62.34,0.703,1212,7,22
2024-02-29,Mumbai_Electronics,PCB_Assembly_002,Electronics,1513,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,115.74,1.0,0,20,0,62.34,0.878,1425,11,86
2024-02-29,Mumbai_Electronics,Component_001,Electronics,1576,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,115.74,1.0,0,20,0,62.34,0.909,1368,11,77
2024-02-29,Chennai_Automotive,Engine_Part_A01,Automotive,1231,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,115.74,1.0,0,20,0,62.34,0.967,1493,7,94
2024-02-29,Chennai_Automotive,Body_Part_B02,Automotive,1139,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,115.74,0.949,0,20,0,62.34,1.036,1492,9,36
2024-02-29,Chennai_Automotive,Interior_C03,Automotive,1102,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,115.74,0.918,0,20,0,62.34,0.907,1248,8,11
2024-02-29,Pune_Textiles,Cotton_Fabric_T01,Textiles,1488,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,115.74,0.744,0,20,0,62.34,0.903,1040,11,60
2024-02-29,Pune_Textiles,Synthetic_T02,Textiles,1164,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,115.74,0.582,0,20,0,62.34,0.858,1268,7,61
2024-02-29,Pune_Textiles,Blended_T03,Textiles,1499,Cotton_Fiber,Polyester_Yarn,Dye_Chemical,Finishing_Agent,115.74,0.75,0,20,0,62.34,1.006,1264,10,90
2024-02-29,Bangalore_Pharma,Tablet_P01,Pharmaceuticals,805,Active_Ingredient,Lactose,Starch,Cellulose,115.74,1.0,0,20,0,62.34,0.951,1324,11,57
2024-02-29,Bangalore_Pharma,Liquid_P02,Pharmaceuticals,639,Active_Ingredient,Lactose,Starch,Cellulose,115.74,0.799,0,20,0,62.34,0.902,1166,7,34
2024-02-29,Bangalore_Pharma,API_P03,Pharmaceuticals,775,Active_Ingredient,Lactose,Starch,Cellulose,115.74,0.969,0,20,0,62.34,1.012,1259,7,77
2024-03-01,Mumbai_Electronics,PCB_Assembly_001,Electronics,1527,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,113.14,1.0,0,22,0,58.82,0.998,1340,7,44
2024-03-01,Mumbai_Electronics,PCB_Assembly_002,Electronics,1652,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,113.14,1.0,0,22,0,58.82,0.863,1262,11,71
2024-03-01,Mumbai_Electronics,Component_001,Electronics,1477,Silicon_Wafers,Copper_Wire,Plastic_Resin,Gold_Wire,113.14,0.985,0,22,0,58.82,0.885,1292,8,56
2024-03-01,Chennai_Automotive,Engine_Part_A01,Automotive,1233,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,113.14,1.0,0,22,0,58.82,1.034,1476,10,14
2024-03-01,Chennai_Automotive,Body_Part_B02,Automotive,1115,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,113.14,0.929,0,22,0,58.82,0.927,1051,11,40
2024-03-01,Chennai_Automotive,Interior_C03,Automotive,855,Steel_Sheet,Aluminum_Block,Rubber_Compound,Electronics_Module,113.14,1.0,1,22,0,58.82,0.698,1288,11,16
